ID,text,direction,tense,overall_polarity,event_polarity,action_polarity,label
1230,"While I was in lakewood I surprised Brian and we met Scooty for lunch, suprised him too.",self,past,neut,neut,neut,surprise
1231,It was SOOOO nice to see them.,other,present,positive,neut,na,joy
1232,I can't wait to go on a night drive with Brian and just chill out there for awhile.,self,na,negative,na,negative,joy
1233,It feels pretty good today.,other,na,positive,na,positive,joy
1234,Good to love life.,other,present,positive,neut,na,joy
1235,"They both just lost their husbands and Vegas grandma has had more time, were hoping she will help Canada grandma feel better.",other,past,positive,neut,negative,joy
1236,Which I am so happy for.,self,present,positive,neut,na,joy
1237,I am so proud of my sister.,self,na,positive,na,na,joy
1238,im sick of looking at a computer screen.,other,na,negative,na,na,disgust
1239,"""I can't relate to 99% of humanity.""",self,na,neut,na,neut,sadness
1240,"I am, quite honestly, furious and they WILL be getting an angry letter from me, even though won't care, I'm sure because as much as they would like you to think that they aren't part of the ""machine"" they are.",self,present,negative,neut,negative,anger
1241,"Go ahead, care about the environment, but don't care about demeaning women.)",other,present,negative,negative,negative,anger
1242,- I enjoy reading.,self,present,positive,neut,positive,joy
1243,- I don't think money buys happiness.,self,present,positive,positive,positive,joy
1244,I don't think sex begets happiness.,self,present,positive,positive,positive,joy
1245,"- I actually take notice of nice days, smells, etc. and appreciate it, appreciate the luxuriousness of things like that and let it effect me.  I don't just trample it in my Uggs.",self,present,positive,neut,positive,joy
1246,"People are just rude and selfish, and I know I'm victim too, but I don't want to be like that.",self,na,negative,na,neut,disgust
1247,"So I kept walking straight, and the dog that crossed the street turned around and saw me and growled, I was like "" oh shit Jorge, just keep walking.""",self,past,negative,neut,neut,anger
1248,"So i did, and then the second dog growls at me too, and Im like "" Should I run or keep walking?""",self,present,positive,neut,positive,anger
1249,"So I kept walking and then the other dog that crossed the street comes back running at me and I said ""OHH SSHHIITTT!!!""",self,past,neut,neut,neut,fear
1250,"And I saw a house with the gate door opened slightly, and i squeezed in there sumhow sumway!!!",self,na,neut,na,neut,surprise
1251,I knoe im skinny but DAMN!!,self,present,negative,negative,negative,anger
1252,I WUZ SCARED!!!,other,na,neut,na,na,fear
1253,"""It's the heart afraid of breaking that never learns to dance.",other,na,negative,na,na,fear
1254,It's the dream afraid of waking that never takes the chance.,other,present,negative,neut,na,fear
1255,And the soul afraid of dying that never learns to live.,other,present,negative,neut,neut,fear
1256,"""When the night has been too lonely, and the road has been too long,",other,na,negative,na,neut,sadness
1257,"It's the second stanza that caught my attention; more specifically, it's those two first lines: ""It's the heart afraid of breaking that never learns to dance./It's the dream afraid of waking that never takes the chance.""",other,present,negative,neut,neut,fear
1258,"I have considered the possibility for a while now, but I have been apprehensive, and I did not act on what I felt.",self,past,negative,neut,neut,fear
1259,"And then, just the other day, I was driving down 470 on the way to college, listening to 105.5, and a beautiful song came on that I had not heard before.",self,na,positive,na,positive,joy
1260,"The words made me think Now I have thought, and thought, and you who know me best will not be surprised that I thought some more",self,present,positive,neut,neut,surprise
1261,Internship was pretty awesome today.,other,na,positive,na,na,joy
1262,"I did an SAT Lit practice test on each bus ride, because I am cool, and I did better than I expected.",self,past,positive,neut,neut,surprise
1263,"I totally loved it, because I am a geek.",self,past,positive,neut,positive,joy
1264,I love the two guys who work at that Starbucks - they're awesomely flamboyant and they told me about how Cameron Diaz came in for a latte during their shift last week (but without Justin!,self,present,positive,neut,positive,joy
1265,"I didn't see Will Smith (although the French Prince is usually my shit, I think I would have had to punch him on behalf of everyone who's heard ""Switch""), but the girl on the elevator with me said she had just randomly seen Mike Myers.",self,present,negative,negative,negative,anger
1266,"That afternoon - *gulp* - Lawler came to observe me. When I heard she was coming, I spazzed, afraid that she might have an issue with the fact that I never, you know, handed in any of my internship forms.",self,present,negative,neut,neut,fear
1267,Ms. Lawler just kept smiling awkwardly.,other,na,positive,na,positive,joy
1268,Then she proceeded to call me Meghan** and went through the required but hilariously inapplicable hazardous chemicals/safety concerns set of questions while the interns around me tried to stifle their laughter.,other,present,negative,neut,negative,joy
1269,I'm kind of freaking out about debate but I'm kind of okay.,self,na,negative,na,na,fear
1270,Good news.,other,na,neut,na,na,joy
1271,I was psyched.,other,na,neut,na,na,joy
1272,ugh.,other,na,negative,na,na,disgust
1273,"At one point I apologized for being so nervous and they told me that there were people a lot worse and that I wasn't using the words ""uh"" and ""um"" as often as others had been.",self,present,negative,neut,negative,fear
1274,Everything looks good.,other,na,positive,na,positive,joy
1275,"Where they will decide to place me is up to them, as long as I get the job, I'll be really happy.",self,present,positive,neut,neut,joy
1276,I felt really awful through out the whole day too.,self,na,negative,na,negative,sadness
1277,That one chick I dislike with a passion because I think she is obsessed with Gareth and really likes him.,self,present,positive,neut,positive,disgust
1278,I really do hate it.,self,present,negative,neut,negative,disgust
1279,So I did and I got so panicy that I only got to the 6th page.,self,na,neut,na,neut,fear
1280,and I was freak it.,other,past,negative,neut,na,fear
1281,"I left it, but through out the whole day I was really awful.",self,past,negative,neut,neut,sadness
1282,when I got home I was really nervous I hadn't talk to Gareth for 2 days because of college.,self,past,negative,negative,negative,fear
1283,Really scared.,other,na,negative,na,na,fear
1284,So I tell him it took me FOREVER To tell him but i was shakey and nervous to.,self,present,negative,neut,neut,fear
1285,"He's like, Would it make me happy that I delete her off my friends list and messenger.",self,present,positive,neut,positive,joy
1286,because I dislike her very much.,self,na,negative,na,negative,disgust
1287,And I hate these mistakes I do.,self,present,negative,negative,negative,disgust
1288,Man.  I hate it.,self,present,negative,neut,negative,disgust
1289,Ill miss you always forever and ever.,other,present,negative,neut,negative,sadness
1290,i'm so down right now i can't be anymore upset.,self,na,positive,na,na,sadness
