ID,text,direction,tense,overall_polarity,event_polarity,action_polarity,label
278,Round two of basketball games,other,na,neut,na,na,joy
279,@TBLightning Cats are afraid of water. Water=rain. Rain=storms. Storms=LIGHTNING. Therefore Panthers Lightning. gobolts.,other,na,negative,na,na,fear
280,"@monicahartje indd, ik had voor noud ook axe gekocht alleen dan douche",other,past,neut,neut,na,surprise
281,"Sooooo Tired, but I want to watch a movie.",self,present,neut,neut,na,sadness
282,"Está quase tudo pronto para a , agora só falta eu comprar aquele chapéu de bruxa para a festa de halloween que irá ter lá .",other,na,neut,na,na,joy
283,Awake at 3am...  Thinking about Advent -   love are only possible because of the gospel of Jesus fb,other,present,positive,positive,na,joy
284,"Break! Riding in a hot air balloon, as you rise higher your frequency goes higher &amp; you feel clear &amp; light. LJB",other,present,positive,neut,neut,joy
285,"first, the (batman begins)....then, the limits (dark knight).....im thinking like,  fucking....redemption (dark knight rises)",other,present,negative,neut,na,fear
286,@AMjacksonM c'est un gars il tweet trop pas et il apparait de temps en temps comme ca.,other,na,neut,na,na,surprise
287,Why would i nap from 8-830...cant sleep now and have to wake for a track meet in 6 hours...,self,present,neut,neut,neut,joy
288,"I feel a certain strange surging thru my soul....., yet it feels so off-limits..wht do I do... Wht. Is there to say?",self,present,negative,neut,neut,fear
289,...and guess what song just popped in my head.,other,past,neut,neut,neut,fear
290,Camping out in @KateMoff33's room because a giant pile of laundry was put on my bed and I have no time for such things. exhaustion,self,present,negative,neut,neut,sadness
291,Whatttttttttt Central Boy's Basketball Team beat East Hamilton,other,past,neut,neut,na,surprise
292,@Minza11 you alright Matt. Had a good day ?. Mines just started what a,other,past,positive,positive,neut,joy
293,Off to the hospital ! Then gonna have a nosy around NEXT for a swish suit :) woop,other,present,neut,neut,neut,joy
294,Pain is my happiness..darkness is my light... I'm one big void of nothingness...,other,na,neut,na,na,sadness
295,"Nu opruimen, dikke zooi! Dan beetje aan mijn surprise werken, koken met @djerra1  dan meiden hier",other,na,neut,na,na,surprise
296,Watching and listening to people eat me,self,present,neut,neut,na,disgust
297,"@CarolineHirons Buddy the elf, what's your favourite colour?",other,na,neut,na,na,joy
298,It's not a proper relationship without friendship... But how do you get it back?,other,present,positive,neut,na,sadness
299,"... for remember, fear doesn't exist anywhere except in the mind.&quot; - Dale Carnegie",other,present,negative,negative,neut,fear
300,The cafe is serving bile or lunch!,other,present,neut,na,na,surprise
301,John Arne Riise flattens the man who once flattened him with a golf club.,other,past,neut,neut,neut,joy
302,Just made it north of the Mason-Dixon line missingthesouth,other,past,neut,neut,neut,sadness
303,"If you're not smiling, you're like a person with a million dollars in the bank and no checkbook.  happiness money",other,present,positive,na,positive,joy
304,March should be a good month if all goes to plan.,other,present,positive,neut,na,surprise
305,@MrSpidell @Queen_Godiva22 @MzAshRay @VICTORIA_us_ hell yeah! Lmao I'm doin it on my side lol,other,na,negative,na,na,surprise
306,God im so mad its burning my fuckin stomach!,other,present,negative,neut,na,anger
307,all this  news has made me very nervous whenever i see a cop.  even a friendly cop in the mall.  i hate that.,self,present,negative,neut,positive,fear
308,Listening to someone in Smith sing  from my room.,other,present,neut,neut,na,joy
309,Sitting here depressed n staring into space,other,present,negative,neut,na,sadness
310,is the lock &amp;&amp; laughter the key to your heart. ❤,other,na,neut,na,na,fear
311,"“@RevRunWisdom: not afraid of tomorrow, for I have seen yesterday and I love today less”",self,past,positive,na,neut,fear
312,@xkusayca als jij bij de action bent kijk dan even hoeveel de normale pepernoten daar zijn en de chocolade letters,other,na,negative,na,na,surprise
313,  A wise person said: Abundance in the universe is circulating..if it needs to multiply give it away...Bread on water...Give,other,present,positive,positive,neut,joy
314,My niece calling to sing Happy Birthday to me love !!,self,present,positive,positive,na,joy
315,Back to the real world!!,other,na,neut,na,na,sadness
316,"YOU PUT THAT UKELELE AWAY OR I WILL RIP IT FROM YOUR HANDS AND BEAT YOU DEAD.  We are studying, you dumb shit!",self,present,negative,neut,neut,anger
317,Ça me manque de ne pas mettre mon doigt dans les narines de mon frere et de cramer les cheveux de mon colombinus d'amour !,other,na,neut,na,na,sadness
318,Definitely did not feel hershey lights....not as good as it was is middle school.,other,present,positive,positive,neut,surprise
319,The part where she drinks the blood is vomitar,other,present,neut,neut,na,disgust
320,.when yur dad's anger and yuu laugh.,other,na,negative,na,na,anger
321,I'm going to miss staring angrily at @CharleaUnicorn and @mikelajohnson in the hallways this week.,self,present,negative,negative,negative,sadness
322,really? mcdonalds cafe machine isnt working..no peppermint hot chocolate):,other,present,positive,na,positive,sadness
323,Big thanks to @JoeyRyanOnline for the picture. Made my night,other,past,neut,neut,na,fear
324,Is ze jarig? Doe een strik om je lul en bel bij dr aan,other,na,neut,na,na,surprise
325,@kyronprince AMEN! &amp; you can tell Him ANYTHING!! He is more than anxious to Grace u with spiritual maturity &amp; set u on your path.,other,past,positive,neut,neut,joy
326,@kevinholden777 The 2012 Formula 3 Australian Drivers Championship Calendar will be announced today... And it will be very good!,other,past,positive,neut,neut,surprise
327,We just delivered a Christmas package to a family in need. You should have seen the kids' excitement!,self,past,positive,positive,neut,joy
328,Excited for wednesday.. People are in for a surprise :),other,na,neut,na,na,surprise
329,Mawning...joy cms in d mawnin wen u survivd d nite...on ma mind,other,present,positive,positive,na,joy
330, you put clothes in the washing machine  &amp;&amp; forget the main thing you wanted to wash  ohshit,other,present,neut,neut,neut,sadness
331,"ik moet een zelf bedachte gedicht maken voor school , oehh je mag zelf weten wt je erinzet !xd",other,na,neut,na,na,surprise
332,cutting off my camp bracelets is such a sad ritual. I mus be reeeeaaalllyy dedicated to this play.,self,past,negative,neut,na,sadness
333,Tomorrow's Wednesday ): double social studies and Spanish .. :,other,na,neut,na,na,joy
334,The of winning a battle btw a person and a temtation is so good that had to make a tost of drink by that i mean Coca cola,self,present,positive,neut,neut,joy
335,Whoooooaaaa ! Slow Ya Roll Buddy.! ( in my white girl voice),other,na,neut,na,na,joy
336,Frosteas are back at Argo. My favorite part of winter!!!  argotea,other,na,positive,na,na,joy
337,Metal Gear Rising being made by the Bayonetta devs? Yes please!,other,present,neut,neut,na,joy
338," said he wants to live in u, but  he saw fear in your house occupying your space and u wouldn't invite him in ro get rid of",other,present,negative,neut,neut,fear
339,"@VanessaDetwiler is not necessarily a bad thing,as long as it does not compromise ability &amp; desire to recognize &amp; embrace Truth.",other,present,negative,neut,na,fear
340,@TheBodyShopUK The scent of your fuzzy peach brings me - it is sooooo gorgeous!,other,present,positive,neut,na,joy
341,State of certainty to state of confusion just like that...,other,na,positive,na,na,sadness
342,"RT, follow @unitednude and WIN one of the 5 special collector items that we are giving away to our Twitter friends! RT WIN",self,present,neut,positive,positive,surprise
343,Guess I better start another long weekend of work,self,present,positive,positive,positive,joy
344,Cody won't be coming anywhere NEAR where I live. At all. );,self,present,neut,neut,neut,sadness
345,"not afraid of tomorrow, for I have seen yesterday and I love today less&quot;",self,past,positive,neut,neut,fear
346,My hair has decided to be a curly mess today.,other,past,negative,negative,na,joy
347,i just finished rewriting all my notes 3 times. now to start writing new notes. an write them 3 times.,self,present,neut,neut,neut,joy
348,"Tech is as invigorating as ever, @_Ryaann is near asleep  Boredom",other,na,positive,na,na,sadness
349,One of those nights when all I wanna do is listen to my iPod and hide under the covers..,self,present,neut,neut,neut,sadness
350,ya en casa despues de una noche de jangueo maximo en la ahora a comer algo y a descansar que a las 2 hay que comer en casa de los iaios,other,na,neut,na,na,joy
351,GOSH! I miss football so much!,self,present,negative,neut,negative,sadness
352,catching up on true blood whilst not studying..,other,present,neut,neut,neut,joy
353,God please shine your grace and mercy on this oddly looking lady that's about to cut my hair. Great Clips!,other,present,positive,neut,positive,fear
354,Finals tomorrow... ugh,other,na,negative,na,na,joy
355,"making my awesome sweet potatoes in my bra, dancing like a white irish girl in the kitchen. haha! all alone n full of",other,present,positive,positive,na,joy
356, is not a strategy  is not a factor is not an option,other,na,neut,na,na,fear
357,"No sleep for me, been up since 10am thursday morning...Now off too go shopping with my mother in a pissy mood.",other,present,neut,neut,neut,joy
358,"i mean for you to hate it,not me.i love it,but there are a few people in for a rude awakening. is it in you?lmao!!!!!",self,present,negative,neut,na,fear
359,@mamzelle_liliz oui mais le proctologue porte à confusion chez un certain public...  :p,other,na,negative,na,na,fear
360,alot of ppl r sad that their brother is going to college &amp; leaving them...... well im sad i cant sell my brother on e-bay.... shit,self,present,negative,negative,positive,sadness
361,"@HusamuddinO I found JhunJhun! And my phone is finally and officially broken. Lol. Also, when am I beating you at tennis again? ;)",self,past,negative,neut,neut,sadness
362,"Shit,  made a play in 4th quarter when it actually count.",other,past,neut,negative,neut,surprise
363,I'm home watchin this sad movie. Missing college.,other,present,negative,neut,na,sadness
364,The time has arrived for @OfficialPWG to strike in the hearts of the fans. I can't wait. Iwantwrestling,other,present,negative,neut,negative,fear
365,Today after mass @Carowinn and I stop by @cpc5 's house after mass to only be disappointed that no one was home :( emotions,other,past,negative,neut,neut,sadness
